DateID;FullDate (yyyy-mm-dd);Year (yyyy);Semester;Trimester;Quarter;Month (mm);MonthName;YearWeek;MonthWeek;WeekDay;WeekDayName;Day (dd);YearDay;Weekend;LastDayOfMonth;Season
16340;1944-09-26;1944;2;3;3;9;September;40;5;3;Tuesday;26;270;No;No;Fall
16341;1944-09-27;1944;2;3;3;9;September;40;5;4;Wednesday;27;271;No;No;Fall
16342;1944-09-28;1944;2;3;3;9;September;40;5;5;Thursday;28;272;No;No;Fall
16343;1944-09-29;1944;2;3;3;9;September;40;5;6;Friday;29;273;No;No;Fall
16344;1944-09-30;1944;2;3;3;9;September;40;6;7;Saturday;30;274;Yes;Yes;Fall
16345;1944-10-01;1944;2;3;4;10;October;41;1;1;Sunday;1;275;Yes;No;Fall
16346;1944-10-02;1944;2;3;4;10;October;41;1;2;Monday;2;276;No;No;Fall
16347;1944-10-03;1944;2;3;4;10;October;41;1;3;Tuesday;3;277;No;No;Fall
16348;1944-10-04;1944;2;3;4;10;October;41;1;4;Wednesday;4;278;No;No;Fall
16349;1944-10-05;1944;2;3;4;10;October;41;1;5;Thursday;5;279;No;No;Fall
16350;1944-10-06;1944;2;3;4;10;October;41;1;6;Friday;6;280;No;No;Fall
16351;1944-10-07;1944;2;3;4;10;October;41;2;7;Saturday;7;281;Yes;No;Fall
16352;1944-10-08;1944;2;3;4;10;October;42;2;1;Sunday;8;282;Yes;No;Fall
16353;1944-10-09;1944;2;3;4;10;October;42;2;2;Monday;9;283;No;No;Fall
16354;1944-10-10;1944;2;3;4;10;October;42;2;3;Tuesday;10;284;No;No;Fall
16355;1944-10-11;1944;2;3;4;10;October;42;2;4;Wednesday;11;285;No;No;Fall
16356;1944-10-12;1944;2;3;4;10;October;42;2;5;Thursday;12;286;No;No;Fall
16357;1944-10-13;1944;2;3;4;10;October;42;2;6;Friday;13;287;No;No;Fall
16358;1944-10-14;1944;2;3;4;10;October;42;3;7;Saturday;14;288;Yes;No;Fall
16359;1944-10-15;1944;2;3;4;10;October;43;3;1;Sunday;15;289;Yes;No;Fall
16360;1944-10-16;1944;2;3;4;10;October;43;3;2;Monday;16;290;No;No;Fall
16361;1944-10-17;1944;2;3;4;10;October;43;3;3;Tuesday;17;291;No;No;Fall
16362;1944-10-18;1944;2;3;4;10;October;43;3;4;Wednesday;18;292;No;No;Fall
16363;1944-10-19;1944;2;3;4;10;October;43;3;5;Thursday;19;293;No;No;Fall
16364;1944-10-20;1944;2;3;4;10;October;43;3;6;Friday;20;294;No;No;Fall
16365;1944-10-21;1944;2;3;4;10;October;43;4;7;Saturday;21;295;Yes;No;Fall
16366;1944-10-22;1944;2;3;4;10;October;44;4;1;Sunday;22;296;Yes;No;Fall
16367;1944-10-23;1944;2;3;4;10;October;44;4;2;Monday;23;297;No;No;Fall
16368;1944-10-24;1944;2;3;4;10;October;44;4;3;Tuesday;24;298;No;No;Fall
16369;1944-10-25;1944;2;3;4;10;October;44;4;4;Wednesday;25;299;No;No;Fall
16370;1944-10-26;1944;2;3;4;10;October;44;4;5;Thursday;26;300;No;No;Fall
16371;1944-10-27;1944;2;3;4;10;October;44;4;6;Friday;27;301;No;No;Fall
16372;1944-10-28;1944;2;3;4;10;October;44;5;7;Saturday;28;302;Yes;No;Fall
16373;1944-10-29;1944;2;3;4;10;October;45;5;1;Sunday;29;303;Yes;No;Fall
16374;1944-10-30;1944;2;3;4;10;October;45;5;2;Monday;30;304;No;No;Fall
16375;1944-10-31;1944;2;3;4;10;October;45;5;3;Tuesday;31;305;No;Yes;Fall
16376;1944-11-01;1944;2;3;4;11;November;45;1;4;Wednesday;1;306;No;No;Fall
16377;1944-11-02;1944;2;3;4;11;November;45;1;5;Thursday;2;307;No;No;Fall
16378;1944-11-03;1944;2;3;4;11;November;45;1;6;Friday;3;308;No;No;Fall
16379;1944-11-04;1944;2;3;4;11;November;45;2;7;Saturday;4;309;Yes;No;Fall
16380;1944-11-05;1944;2;3;4;11;November;46;2;1;Sunday;5;310;Yes;No;Fall
16381;1944-11-06;1944;2;3;4;11;November;46;2;2;Monday;6;311;No;No;Fall
16382;1944-11-07;1944;2;3;4;11;November;46;2;3;Tuesday;7;312;No;No;Fall
16383;1944-11-08;1944;2;3;4;11;November;46;2;4;Wednesday;8;313;No;No;Fall
16384;1944-11-09;1944;2;3;4;11;November;46;2;5;Thursday;9;314;No;No;Fall
16385;1944-11-10;1944;2;3;4;11;November;46;2;6;Friday;10;315;No;No;Fall
16386;1944-11-11;1944;2;3;4;11;November;46;3;7;Saturday;11;316;Yes;No;Fall
16387;1944-11-12;1944;2;3;4;11;November;47;3;1;Sunday;12;317;Yes;No;Fall
16388;1944-11-13;1944;2;3;4;11;November;47;3;2;Monday;13;318;No;No;Fall
16389;1944-11-14;1944;2;3;4;11;November;47;3;3;Tuesday;14;319;No;No;Fall
16390;1944-11-15;1944;2;3;4;11;November;47;3;4;Wednesday;15;320;No;No;Fall
16391;1944-11-16;1944;2;3;4;11;November;47;3;5;Thursday;16;321;No;No;Fall
16392;1944-11-17;1944;2;3;4;11;November;47;3;6;Friday;17;322;No;No;Fall
16393;1944-11-18;1944;2;3;4;11;November;47;4;7;Saturday;18;323;Yes;No;Fall
16394;1944-11-19;1944;2;3;4;11;November;48;4;1;Sunday;19;324;Yes;No;Fall
16395;1944-11-20;1944;2;3;4;11;November;48;4;2;Monday;20;325;No;No;Fall
16396;1944-11-21;1944;2;3;4;11;November;48;4;3;Tuesday;21;326;No;No;Fall
16397;1944-11-22;1944;2;3;4;11;November;48;4;4;Wednesday;22;327;No;No;Fall
16398;1944-11-23;1944;2;3;4;11;November;48;4;5;Thursday;23;328;No;No;Fall
16399;1944-11-24;1944;2;3;4;11;November;48;4;6;Friday;24;329;No;No;Fall
16400;1944-11-25;1944;2;3;4;11;November;48;5;7;Saturday;25;330;Yes;No;Fall
16401;1944-11-26;1944;2;3;4;11;November;49;5;1;Sunday;26;331;Yes;No;Fall
16402;1944-11-27;1944;2;3;4;11;November;49;5;2;Monday;27;332;No;No;Fall
16403;1944-11-28;1944;2;3;4;11;November;49;5;3;Tuesday;28;333;No;No;Fall
16404;1944-11-29;1944;2;3;4;11;November;49;5;4;Wednesday;29;334;No;No;Fall
16405;1944-11-30;1944;2;3;4;11;November;49;5;5;Thursday;30;335;No;Yes;Fall
16406;1944-12-01;1944;2;3;4;12;December;49;1;6;Friday;1;336;No;No;Winter
16407;1944-12-02;1944;2;3;4;12;December;49;2;7;Saturday;2;337;Yes;No;Winter
16408;1944-12-03;1944;2;3;4;12;December;50;2;1;Sunday;3;338;Yes;No;Winter
16409;1944-12-04;1944;2;3;4;12;December;50;2;2;Monday;4;339;No;No;Winter
16410;1944-12-05;1944;2;3;4;12;December;50;2;3;Tuesday;5;340;No;No;Winter
16411;1944-12-06;1944;2;3;4;12;December;50;2;4;Wednesday;6;341;No;No;Winter
16412;1944-12-07;1944;2;3;4;12;December;50;2;5;Thursday;7;342;No;No;Winter
16413;1944-12-08;1944;2;3;4;12;December;50;2;6;Friday;8;343;No;No;Winter
16414;1944-12-09;1944;2;3;4;12;December;50;3;7;Saturday;9;344;Yes;No;Winter
16415;1944-12-10;1944;2;3;4;12;December;51;3;1;Sunday;10;345;Yes;No;Winter
16416;1944-12-11;1944;2;3;4;12;December;51;3;2;Monday;11;346;No;No;Winter
16417;1944-12-12;1944;2;3;4;12;December;51;3;3;Tuesday;12;347;No;No;Winter
16418;1944-12-13;1944;2;3;4;12;December;51;3;4;Wednesday;13;348;No;No;Winter
16419;1944-12-14;1944;2;3;4;12;December;51;3;5;Thursday;14;349;No;No;Winter
16420;1944-12-15;1944;2;3;4;12;December;51;3;6;Friday;15;350;No;No;Winter
16421;1944-12-16;1944;2;3;4;12;December;51;4;7;Saturday;16;351;Yes;No;Winter
16422;1944-12-17;1944;2;3;4;12;December;52;4;1;Sunday;17;352;Yes;No;Winter
16423;1944-12-18;1944;2;3;4;12;December;52;4;2;Monday;18;353;No;No;Winter
16424;1944-12-19;1944;2;3;4;12;December;52;4;3;Tuesday;19;354;No;No;Winter
16425;1944-12-20;1944;2;3;4;12;December;52;4;4;Wednesday;20;355;No;No;Winter
16426;1944-12-21;1944;2;3;4;12;December;52;4;5;Thursday;21;356;No;No;Winter
16427;1944-12-22;1944;2;3;4;12;December;52;4;6;Friday;22;357;No;No;Winter
16428;1944-12-23;1944;2;3;4;12;December;52;5;7;Saturday;23;358;Yes;No;Winter
16429;1944-12-24;1944;2;3;4;12;December;53;5;1;Sunday;24;359;Yes;No;Winter
16430;1944-12-25;1944;2;3;4;12;December;53;5;2;Monday;25;360;No;No;Winter
16431;1944-12-26;1944;2;3;4;12;December;53;5;3;Tuesday;26;361;No;No;Winter
16432;1944-12-27;1944;2;3;4;12;December;53;5;4;Wednesday;27;362;No;No;Winter
16433;1944-12-28;1944;2;3;4;12;December;53;5;5;Thursday;28;363;No;No;Winter
16434;1944-12-29;1944;2;3;4;12;December;53;5;6;Friday;29;364;No;No;Winter
16435;1944-12-30;1944;2;3;4;12;December;53;6;7;Saturday;30;365;Yes;No;Winter
16436;1944-12-31;1944;2;3;4;12;December;54;6;1;Sunday;31;366;Yes;Yes;Winter
16437;1945-01-01;1945;1;1;1;1;January;1;1;2;Monday;1;1;No;No;Winter
16438;1945-01-02;1945;1;1;1;1;January;1;1;3;Tuesday;2;2;No;No;Winter
16439;1945-01-03;1945;1;1;1;1;January;1;1;4;Wednesday;3;3;No;No;Winter
16440;1945-01-04;1945;1;1;1;1;January;1;1;5;Thursday;4;4;No;No;Winter
16441;1945-01-05;1945;1;1;1;1;January;1;1;6;Friday;5;5;No;No;Winter
16442;1945-01-06;1945;1;1;1;1;January;1;2;7;Saturday;6;6;Yes;No;Winter
16443;1945-01-07;1945;1;1;1;1;January;2;2;1;Sunday;7;7;Yes;No;Winter
16444;1945-01-08;1945;1;1;1;1;January;2;2;2;Monday;8;8;No;No;Winter
16445;1945-01-09;1945;1;1;1;1;January;2;2;3;Tuesday;9;9;No;No;Winter
16446;1945-01-10;1945;1;1;1;1;January;2;2;4;Wednesday;10;10;No;No;Winter
16447;1945-01-11;1945;1;1;1;1;January;2;2;5;Thursday;11;11;No;No;Winter
16448;1945-01-12;1945;1;1;1;1;January;2;2;6;Friday;12;12;No;No;Winter
16449;1945-01-13;1945;1;1;1;1;January;2;3;7;Saturday;13;13;Yes;No;Winter
16450;1945-01-14;1945;1;1;1;1;January;3;3;1;Sunday;14;14;Yes;No;Winter
16451;1945-01-15;1945;1;1;1;1;January;3;3;2;Monday;15;15;No;No;Winter
16452;1945-01-16;1945;1;1;1;1;January;3;3;3;Tuesday;16;16;No;No;Winter
16453;1945-01-17;1945;1;1;1;1;January;3;3;4;Wednesday;17;17;No;No;Winter
16454;1945-01-18;1945;1;1;1;1;January;3;3;5;Thursday;18;18;No;No;Winter
16455;1945-01-19;1945;1;1;1;1;January;3;3;6;Friday;19;19;No;No;Winter
16456;1945-01-20;1945;1;1;1;1;January;3;4;7;Saturday;20;20;Yes;No;Winter
16457;1945-01-21;1945;1;1;1;1;January;4;4;1;Sunday;21;21;Yes;No;Winter
16458;1945-01-22;1945;1;1;1;1;January;4;4;2;Monday;22;22;No;No;Winter
16459;1945-01-23;1945;1;1;1;1;January;4;4;3;Tuesday;23;23;No;No;Winter
16460;1945-01-24;1945;1;1;1;1;January;4;4;4;Wednesday;24;24;No;No;Winter
16461;1945-01-25;1945;1;1;1;1;January;4;4;5;Thursday;25;25;No;No;Winter
16462;1945-01-26;1945;1;1;1;1;January;4;4;6;Friday;26;26;No;No;Winter
16463;1945-01-27;1945;1;1;1;1;January;4;5;7;Saturday;27;27;Yes;No;Winter
16464;1945-01-28;1945;1;1;1;1;January;5;5;1;Sunday;28;28;Yes;No;Winter
16465;1945-01-29;1945;1;1;1;1;January;5;5;2;Monday;29;29;No;No;Winter
16466;1945-01-30;1945;1;1;1;1;January;5;5;3;Tuesday;30;30;No;No;Winter
16467;1945-01-31;1945;1;1;1;1;January;5;5;4;Wednesday;31;31;No;Yes;Winter
16468;1945-02-01;1945;1;1;1;2;February;5;1;5;Thursday;1;32;No;No;Winter
16469;1945-02-02;1945;1;1;1;2;February;5;1;6;Friday;2;33;No;No;Winter
16470;1945-02-03;1945;1;1;1;2;February;5;2;7;Saturday;3;34;Yes;No;Winter
16471;1945-02-04;1945;1;1;1;2;February;6;2;1;Sunday;4;35;Yes;No;Winter
16472;1945-02-05;1945;1;1;1;2;February;6;2;2;Monday;5;36;No;No;Winter
16473;1945-02-06;1945;1;1;1;2;February;6;2;3;Tuesday;6;37;No;No;Winter
16474;1945-02-07;1945;1;1;1;2;February;6;2;4;Wednesday;7;38;No;No;Winter
16475;1945-02-08;1945;1;1;1;2;February;6;2;5;Thursday;8;39;No;No;Winter
16476;1945-02-09;1945;1;1;1;2;February;6;2;6;Friday;9;40;No;No;Winter
16477;1945-02-10;1945;1;1;1;2;February;6;3;7;Saturday;10;41;Yes;No;Winter
16478;1945-02-11;1945;1;1;1;2;February;7;3;1;Sunday;11;42;Yes;No;Winter
16479;1945-02-12;1945;1;1;1;2;February;7;3;2;Monday;12;43;No;No;Winter
16480;1945-02-13;1945;1;1;1;2;February;7;3;3;Tuesday;13;44;No;No;Winter
16481;1945-02-14;1945;1;1;1;2;February;7;3;4;Wednesday;14;45;No;No;Winter
16482;1945-02-15;1945;1;1;1;2;February;7;3;5;Thursday;15;46;No;No;Winter
16483;1945-02-16;1945;1;1;1;2;February;7;3;6;Friday;16;47;No;No;Winter
16484;1945-02-17;1945;1;1;1;2;February;7;4;7;Saturday;17;48;Yes;No;Winter
16485;1945-02-18;1945;1;1;1;2;February;8;4;1;Sunday;18;49;Yes;No;Winter
16486;1945-02-19;1945;1;1;1;2;February;8;4;2;Monday;19;50;No;No;Winter
16487;1945-02-20;1945;1;1;1;2;February;8;4;3;Tuesday;20;51;No;No;Winter
16488;1945-02-21;1945;1;1;1;2;February;8;4;4;Wednesday;21;52;No;No;Winter
16489;1945-02-22;1945;1;1;1;2;February;8;4;5;Thursday;22;53;No;No;Winter
16490;1945-02-23;1945;1;1;1;2;February;8;4;6;Friday;23;54;No;No;Winter
16491;1945-02-24;1945;1;1;1;2;February;8;5;7;Saturday;24;55;Yes;No;Winter
16492;1945-02-25;1945;1;1;1;2;February;9;5;1;Sunday;25;56;Yes;No;Winter
16493;1945-02-26;1945;1;1;1;2;February;9;5;2;Monday;26;57;No;No;Winter
16494;1945-02-27;1945;1;1;1;2;February;9;5;3;Tuesday;27;58;No;No;Winter
16495;1945-02-28;1945;1;1;1;2;February;9;5;4;Wednesday;28;59;No;Yes;Winter
16496;1945-03-01;1945;1;1;1;3;March;9;1;5;Thursday;1;60;No;No;Spring
16497;1945-03-02;1945;1;1;1;3;March;9;1;6;Friday;2;61;No;No;Spring
16498;1945-03-03;1945;1;1;1;3;March;9;2;7;Saturday;3;62;Yes;No;Spring
16499;1945-03-04;1945;1;1;1;3;March;10;2;1;Sunday;4;63;Yes;No;Spring
16500;1945-03-05;1945;1;1;1;3;March;10;2;2;Monday;5;64;No;No;Spring
16501;1945-03-06;1945;1;1;1;3;March;10;2;3;Tuesday;6;65;No;No;Spring
16502;1945-03-07;1945;1;1;1;3;March;10;2;4;Wednesday;7;66;No;No;Spring
16503;1945-03-08;1945;1;1;1;3;March;10;2;5;Thursday;8;67;No;No;Spring
16504;1945-03-09;1945;1;1;1;3;March;10;2;6;Friday;9;68;No;No;Spring
16505;1945-03-10;1945;1;1;1;3;March;10;3;7;Saturday;10;69;Yes;No;Spring
16506;1945-03-11;1945;1;1;1;3;March;11;3;1;Sunday;11;70;Yes;No;Spring
16507;1945-03-12;1945;1;1;1;3;March;11;3;2;Monday;12;71;No;No;Spring
16508;1945-03-13;1945;1;1;1;3;March;11;3;3;Tuesday;13;72;No;No;Spring
16509;1945-03-14;1945;1;1;1;3;March;11;3;4;Wednesday;14;73;No;No;Spring
16510;1945-03-15;1945;1;1;1;3;March;11;3;5;Thursday;15;74;No;No;Spring
16511;1945-03-16;1945;1;1;1;3;March;11;3;6;Friday;16;75;No;No;Spring
16512;1945-03-17;1945;1;1;1;3;March;11;4;7;Saturday;17;76;Yes;No;Spring
16513;1945-03-18;1945;1;1;1;3;March;12;4;1;Sunday;18;77;Yes;No;Spring
16514;1945-03-19;1945;1;1;1;3;March;12;4;2;Monday;19;78;No;No;Spring
16515;1945-03-20;1945;1;1;1;3;March;12;4;3;Tuesday;20;79;No;No;Spring
16516;1945-03-21;1945;1;1;1;3;March;12;4;4;Wednesday;21;80;No;No;Spring
16517;1945-03-22;1945;1;1;1;3;March;12;4;5;Thursday;22;81;No;No;Spring
16518;1945-03-23;1945;1;1;1;3;March;12;4;6;Friday;23;82;No;No;Spring
16519;1945-03-24;1945;1;1;1;3;March;12;5;7;Saturday;24;83;Yes;No;Spring
16520;1945-03-25;1945;1;1;1;3;March;13;5;1;Sunday;25;84;Yes;No;Spring
16521;1945-03-26;1945;1;1;1;3;March;13;5;2;Monday;26;85;No;No;Spring
16522;1945-03-27;1945;1;1;1;3;March;13;5;3;Tuesday;27;86;No;No;Spring
16523;1945-03-28;1945;1;1;1;3;March;13;5;4;Wednesday;28;87;No;No;Spring
16524;1945-03-29;1945;1;1;1;3;March;13;5;5;Thursday;29;88;No;No;Spring
16525;1945-03-30;1945;1;1;1;3;March;13;5;6;Friday;30;89;No;No;Spring
16526;1945-03-31;1945;1;1;1;3;March;13;6;7;Saturday;31;90;Yes;Yes;Spring
16527;1945-04-01;1945;1;1;2;4;April;14;1;1;Sunday;1;91;Yes;No;Spring
16528;1945-04-02;1945;1;1;2;4;April;14;1;2;Monday;2;92;No;No;Spring
16529;1945-04-03;1945;1;1;2;4;April;14;1;3;Tuesday;3;93;No;No;Spring
16530;1945-04-04;1945;1;1;2;4;April;14;1;4;Wednesday;4;94;No;No;Spring
16531;1945-04-05;1945;1;1;2;4;April;14;1;5;Thursday;5;95;No;No;Spring
16532;1945-04-06;1945;1;1;2;4;April;14;1;6;Friday;6;96;No;No;Spring
16533;1945-04-07;1945;1;1;2;4;April;14;2;7;Saturday;7;97;Yes;No;Spring
16534;1945-04-08;1945;1;1;2;4;April;15;2;1;Sunday;8;98;Yes;No;Spring
16535;1945-04-09;1945;1;1;2;4;April;15;2;2;Monday;9;99;No;No;Spring
16536;1945-04-10;1945;1;1;2;4;April;15;2;3;Tuesday;10;100;No;No;Spring
16537;1945-04-11;1945;1;1;2;4;April;15;2;4;Wednesday;11;101;No;No;Spring
16538;1945-04-12;1945;1;1;2;4;April;15;2;5;Thursday;12;102;No;No;Spring
16539;1945-04-13;1945;1;1;2;4;April;15;2;6;Friday;13;103;No;No;Spring
16540;1945-04-14;1945;1;1;2;4;April;15;3;7;Saturday;14;104;Yes;No;Spring
16541;1945-04-15;1945;1;1;2;4;April;16;3;1;Sunday;15;105;Yes;No;Spring
16542;1945-04-16;1945;1;1;2;4;April;16;3;2;Monday;16;106;No;No;Spring
16543;1945-04-17;1945;1;1;2;4;April;16;3;3;Tuesday;17;107;No;No;Spring
16544;1945-04-18;1945;1;1;2;4;April;16;3;4;Wednesday;18;108;No;No;Spring
16545;1945-04-19;1945;1;1;2;4;April;16;3;5;Thursday;19;109;No;No;Spring
16546;1945-04-20;1945;1;1;2;4;April;16;3;6;Friday;20;110;No;No;Spring
16547;1945-04-21;1945;1;1;2;4;April;16;4;7;Saturday;21;111;Yes;No;Spring
16548;1945-04-22;1945;1;1;2;4;April;17;4;1;Sunday;22;112;Yes;No;Spring
16549;1945-04-23;1945;1;1;2;4;April;17;4;2;Monday;23;113;No;No;Spring
16550;1945-04-24;1945;1;1;2;4;April;17;4;3;Tuesday;24;114;No;No;Spring
16551;1945-04-25;1945;1;1;2;4;April;17;4;4;Wednesday;25;115;No;No;Spring
16552;1945-04-26;1945;1;1;2;4;April;17;4;5;Thursday;26;116;No;No;Spring
16553;1945-04-27;1945;1;1;2;4;April;17;4;6;Friday;27;117;No;No;Spring
16554;1945-04-28;1945;1;1;2;4;April;17;5;7;Saturday;28;118;Yes;No;Spring
16555;1945-04-29;1945;1;1;2;4;April;18;5;1;Sunday;29;119;Yes;No;Spring
16556;1945-04-30;1945;1;1;2;4;April;18;5;2;Monday;30;120;No;Yes;Spring
16557;1945-05-01;1945;1;2;2;5;May;18;1;3;Tuesday;1;121;No;No;Spring
16558;1945-05-02;1945;1;2;2;5;May;18;1;4;Wednesday;2;122;No;No;Spring
16559;1945-05-03;1945;1;2;2;5;May;18;1;5;Thursday;3;123;No;No;Spring
16560;1945-05-04;1945;1;2;2;5;May;18;1;6;Friday;4;124;No;No;Spring
16561;1945-05-05;1945;1;2;2;5;May;18;2;7;Saturday;5;125;Yes;No;Spring
16562;1945-05-06;1945;1;2;2;5;May;19;2;1;Sunday;6;126;Yes;No;Spring
16563;1945-05-07;1945;1;2;2;5;May;19;2;2;Monday;7;127;No;No;Spring
16564;1945-05-08;1945;1;2;2;5;May;19;2;3;Tuesday;8;128;No;No;Spring
16565;1945-05-09;1945;1;2;2;5;May;19;2;4;Wednesday;9;129;No;No;Spring
16566;1945-05-10;1945;1;2;2;5;May;19;2;5;Thursday;10;130;No;No;Spring
16567;1945-05-11;1945;1;2;2;5;May;19;2;6;Friday;11;131;No;No;Spring
16568;1945-05-12;1945;1;2;2;5;May;19;3;7;Saturday;12;132;Yes;No;Spring
16569;1945-05-13;1945;1;2;2;5;May;20;3;1;Sunday;13;133;Yes;No;Spring
16570;1945-05-14;1945;1;2;2;5;May;20;3;2;Monday;14;134;No;No;Spring
16571;1945-05-15;1945;1;2;2;5;May;20;3;3;Tuesday;15;135;No;No;Spring
16572;1945-05-16;1945;1;2;2;5;May;20;3;4;Wednesday;16;136;No;No;Spring
16573;1945-05-17;1945;1;2;2;5;May;20;3;5;Thursday;17;137;No;No;Spring
16574;1945-05-18;1945;1;2;2;5;May;20;3;6;Friday;18;138;No;No;Spring
16575;1945-05-19;1945;1;2;2;5;May;20;4;7;Saturday;19;139;Yes;No;Spring
16576;1945-05-20;1945;1;2;2;5;May;21;4;1;Sunday;20;140;Yes;No;Spring
16577;1945-05-21;1945;1;2;2;5;May;21;4;2;Monday;21;141;No;No;Spring
16578;1945-05-22;1945;1;2;2;5;May;21;4;3;Tuesday;22;142;No;No;Spring
16579;1945-05-23;1945;1;2;2;5;May;21;4;4;Wednesday;23;143;No;No;Spring
16580;1945-05-24;1945;1;2;2;5;May;21;4;5;Thursday;24;144;No;No;Spring
16581;1945-05-25;1945;1;2;2;5;May;21;4;6;Friday;25;145;No;No;Spring
16582;1945-05-26;1945;1;2;2;5;May;21;5;7;Saturday;26;146;Yes;No;Spring
16583;1945-05-27;1945;1;2;2;5;May;22;5;1;Sunday;27;147;Yes;No;Spring
16584;1945-05-28;1945;1;2;2;5;May;22;5;2;Monday;28;148;No;No;Spring
16585;1945-05-29;1945;1;2;2;5;May;22;5;3;Tuesday;29;149;No;No;Spring
16586;1945-05-30;1945;1;2;2;5;May;22;5;4;Wednesday;30;150;No;No;Spring
16587;1945-05-31;1945;1;2;2;5;May;22;5;5;Thursday;31;151;No;Yes;Spring
16588;1945-06-01;1945;1;2;2;6;June;22;1;6;Friday;1;152;No;No;Summer
16589;1945-06-02;1945;1;2;2;6;June;22;2;7;Saturday;2;153;Yes;No;Summer
16590;1945-06-03;1945;1;2;2;6;June;23;2;1;Sunday;3;154;Yes;No;Summer
16591;1945-06-04;1945;1;2;2;6;June;23;2;2;Monday;4;155;No;No;Summer
16592;1945-06-05;1945;1;2;2;6;June;23;2;3;Tuesday;5;156;No;No;Summer
16593;1945-06-06;1945;1;2;2;6;June;23;2;4;Wednesday;6;157;No;No;Summer
16594;1945-06-07;1945;1;2;2;6;June;23;2;5;Thursday;7;158;No;No;Summer
16595;1945-06-08;1945;1;2;2;6;June;23;2;6;Friday;8;159;No;No;Summer
16596;1945-06-09;1945;1;2;2;6;June;23;3;7;Saturday;9;160;Yes;No;Summer
16597;1945-06-10;1945;1;2;2;6;June;24;3;1;Sunday;10;161;Yes;No;Summer
16598;1945-06-11;1945;1;2;2;6;June;24;3;2;Monday;11;162;No;No;Summer
16599;1945-06-12;1945;1;2;2;6;June;24;3;3;Tuesday;12;163;No;No;Summer
16600;1945-06-13;1945;1;2;2;6;June;24;3;4;Wednesday;13;164;No;No;Summer
16601;1945-06-14;1945;1;2;2;6;June;24;3;5;Thursday;14;165;No;No;Summer
16602;1945-06-15;1945;1;2;2;6;June;24;3;6;Friday;15;166;No;No;Summer
16603;1945-06-16;1945;1;2;2;6;June;24;4;7;Saturday;16;167;Yes;No;Summer
16604;1945-06-17;1945;1;2;2;6;June;25;4;1;Sunday;17;168;Yes;No;Summer
16605;1945-06-18;1945;1;2;2;6;June;25;4;2;Monday;18;169;No;No;Summer
16606;1945-06-19;1945;1;2;2;6;June;25;4;3;Tuesday;19;170;No;No;Summer
16607;1945-06-20;1945;1;2;2;6;June;25;4;4;Wednesday;20;171;No;No;Summer
16608;1945-06-21;1945;1;2;2;6;June;25;4;5;Thursday;21;172;No;No;Summer
16609;1945-06-22;1945;1;2;2;6;June;25;4;6;Friday;22;173;No;No;Summer
16610;1945-06-23;1945;1;2;2;6;June;25;5;7;Saturday;23;174;Yes;No;Summer
16611;1945-06-24;1945;1;2;2;6;June;26;5;1;Sunday;24;175;Yes;No;Summer
16612;1945-06-25;1945;1;2;2;6;June;26;5;2;Monday;25;176;No;No;Summer
16613;1945-06-26;1945;1;2;2;6;June;26;5;3;Tuesday;26;177;No;No;Summer
16614;1945-06-27;1945;1;2;2;6;June;26;5;4;Wednesday;27;178;No;No;Summer
16615;1945-06-28;1945;1;2;2;6;June;26;5;5;Thursday;28;179;No;No;Summer
16616;1945-06-29;1945;1;2;2;6;June;26;5;6;Friday;29;180;No;No;Summer
16617;1945-06-30;1945;1;2;2;6;June;26;6;7;Saturday;30;181;Yes;Yes;Summer
16618;1945-07-01;1945;2;2;3;7;July;27;1;1;Sunday;1;182;Yes;No;Summer
16619;1945-07-02;1945;2;2;3;7;July;27;1;2;Monday;2;183;No;No;Summer
16620;1945-07-03;1945;2;2;3;7;July;27;1;3;Tuesday;3;184;No;No;Summer
16621;1945-07-04;1945;2;2;3;7;July;27;1;4;Wednesday;4;185;No;No;Summer
16622;1945-07-05;1945;2;2;3;7;July;27;1;5;Thursday;5;186;No;No;Summer
16623;1945-07-06;1945;2;2;3;7;July;27;1;6;Friday;6;187;No;No;Summer
16624;1945-07-07;1945;2;2;3;7;July;27;2;7;Saturday;7;188;Yes;No;Summer
16625;1945-07-08;1945;2;2;3;7;July;28;2;1;Sunday;8;189;Yes;No;Summer
16626;1945-07-09;1945;2;2;3;7;July;28;2;2;Monday;9;190;No;No;Summer
16627;1945-07-10;1945;2;2;3;7;July;28;2;3;Tuesday;10;191;No;No;Summer
16628;1945-07-11;1945;2;2;3;7;July;28;2;4;Wednesday;11;192;No;No;Summer
16629;1945-07-12;1945;2;2;3;7;July;28;2;5;Thursday;12;193;No;No;Summer
16630;1945-07-13;1945;2;2;3;7;July;28;2;6;Friday;13;194;No;No;Summer
16631;1945-07-14;1945;2;2;3;7;July;28;3;7;Saturday;14;195;Yes;No;Summer
16632;1945-07-15;1945;2;2;3;7;July;29;3;1;Sunday;15;196;Yes;No;Summer
16633;1945-07-16;1945;2;2;3;7;July;29;3;2;Monday;16;197;No;No;Summer
16634;1945-07-17;1945;2;2;3;7;July;29;3;3;Tuesday;17;198;No;No;Summer
16635;1945-07-18;1945;2;2;3;7;July;29;3;4;Wednesday;18;199;No;No;Summer
16636;1945-07-19;1945;2;2;3;7;July;29;3;5;Thursday;19;200;No;No;Summer
